name,ratings,reviews,type_locations,salaries,interviews,jobs,benefits
Gilbarco Veeder Root,3.8,(479),Industrial Machinery | Mumbai +59 other locations,2.1k,27,7,32
NAV Backoffice,3.6,(480),Accounting & Auditing | Jaipur +9 other locations,2.3k,36,6,25
Plastic Omnium,3.7,(478),Automobile | Pune +19 other locations,2k,30,27,21
Romsons Group Of Industries,3.8,(478),Medical Equipment | Agra +56 other locations,1.6k,35,11,32
Indiafilings,4.3,(478),Internet | Chennai +11 other locations,1k,139,9,6
Jiva Ayurvedic Pharmacy,3.8,(479),Faridabad +48 other locations,1.2k,43,38,47
McNally Bharat Engineering,3.9,(478),Engineering & Construction | Kolkata +57 other locations,1.4k,13,1,57
Walkaroo International,3.6,(490),Fashion & Textile | Coimbatore +54 other locations,2.2k,45,76,22
MindGate Solutions,3.2,(477),IT Services & Consulting | Mumbai +10 other locations,3k,75,4,21
GD Goenka Public School,3.5,(477),Education & Training | New Delhi +70 other locations,1.3k,45,15,47
Innovatiview India Ltd,4.3,(511),Emerging Technologies | Noida +14 other locations,1.2k,46,9,28
Ascent Business Solutions,3.3,(477),Analytics & KPO | Nagpur +14 other locations,2.6k,32,4,32
ZEISS India,3.6,(478),Industrial Machinery | Bangalore / Bengaluru +33 other locations,2.6k,33,17,36
NBTC GROUP,3.2,(477),Oil & Gas | Chennai +25 other locations,1k,22,4,62
Invesco,3.7,(476),Financial Services | Hyderabad / Secunderabad +7 other locations,3.1k,50,41,47
Sri Krishna Pharmaceuticals,3.9,(475),Pharma | Hyderabad / Secunderabad +15 other locations,1.8k,17,1,33
Essjay Ericsson,4.2,(474),Analytics & KPO | New Delhi +80 other locations,865,11,--,57
Prime Focus Technologies,3.1,(474),Software Product | Bangalore / Bengaluru +17 other locations,2.3k,40,--,54
Westin,4.1,(474),Hospitality | Mumbai +32 other locations,1.2k,20,--,68
Riya Travel,3.5,(475),Travel & Tourism | Mumbai +38 other locations,1.6k,11,--,41
Cosmo Films,3.7,(474),Packaging | Aurangabad +12 other locations,2k,39,22,48
Orcapod Consulting Services,3.1,(474),IT Services & Consulting | Hyderabad / Secunderabad +21 other locations,1.8k,32,1,17
Schindler Group,3.6,(474),Industrial Machinery | Pune +49 other locations,1.3k,21,--,79
Alpla,3.9,(473),Packaging | Hyderabad / Secunderabad +26 other locations,1.7k,35,43,58
InCred Finance,3.8,(473),NBFC | Mumbai +65 other locations,2.3k,31,31,19
Giesecke & Devrient,3.4,(473),IT Services & Consulting | Gurgaon / Gurugram +53 other locations,2.2k,32,15,67
Ppap Automotive,3.8,(473),Auto Components | Noida +17 other locations,1.7k,41,--,42
Qcon,4.4,(473),Engineering & Construction | Mumbai +30 other locations,1.1k,42,--,58
Mikuni,4.0,(472),Auto Components | Neemrana +17 other locations,1.4k,27,--,55
KRBL,3.7,(472),Food Processing | Noida +57 other locations,1.5k,35,5,28
Onshore Construction,3.7,(472),Engineering & Construction | Mumbai +44 other locations,1.5k,25,6,50
FNP,3.3,(472),Retail | New Delhi +18 other locations,2.3k,32,11,24
Central Public Works Department,4.1,(471),Government | New Delhi +125 other locations,1.2k,14,--,49
Keysight Technologies,3.8,(471),Electronics Manufacturing | Gurgaon / Gurugram +12 other locations,2.5k,35,38,50
Grindwell Norton,3.6,(471),Industrial Machinery | Bangalore / Bengaluru +42 other locations,1.7k,27,--,62
Mahanagar Gas,4.2,(471),Oil & Gas | Mumbai +25 other locations,2.1k,32,--,46
EID Parry (India),3.9,(471),Food Processing | Chennai +40 other locations,1.5k,23,--,51
Marble Box,3.7,(471),BPO | Kolkata +6 other locations,911,29,--,29
Lite Bite Foods,4.4,(471),Hospitality | New Delhi +24 other locations,1.2k,21,1,53
GHCL Limited,3.9,(470),Chemicals | Sutrapada +29 other locations,1.6k,34,8,57
Magneti Marelli Motherson Auto System,3.8,(471),Auto Components | Pune +19 other locations,1.4k,24,--,60
L. N. Malviya Infra Projects Group,3.1,(470),Engineering & Construction | Bhopal +120 other locations,1.2k,27,5,21
Epiroc,4.0,(471),Industrial Machinery | Bangalore / Bengaluru +27 other locations,2.3k,40,54,41
Magneti Marelli Motherson Auto System,3.8,(471),Auto Components | Pune +19 other locations,1.4k,24,--,60
ASM Technologies,3.6,(470),Engineering & Construction | Bangalore / Bengaluru +21 other locations,3.3k,43,18,29
Epiroc,4.0,(471),Industrial Machinery | Bangalore / Bengaluru +27 other locations,2.3k,40,54,41
Matrix Business Services,3.4,(470),Analytics & KPO | Chennai +23 other locations,1.9k,41,11,20
Leighton Contractors,4.0,(470),Engineering & Construction | Mumbai +20 other locations,1.1k,19,12,60
Athenahealth Technology,4.1,(469),Software Product | Chennai +10 other locations,3.8k,90,63,45
Bridgestone India Automotive Products,4.1,(469),Auto Components | Gurgaon / Gurugram +45 other locations,2.2k,29,--,51
Jumbotail Technologies,3.7,(469),Retail | Bangalore / Bengaluru +29 other locations,1.6k,37,5,15
Thought Focus,3.4,(469),IT Services & Consulting | Bangalore / Bengaluru +11 other locations,3.5k,48,47,34
Oriental Structural Engineers,4.2,(468),Engineering & Construction | New Delhi +61 other locations,1.2k,9,1,60
Vishvaraj Environment,4.0,(468),Waste Management | Nagpur +53 other locations,1.8k,29,--,14
Teradata,3.5,(466),Software Product | Hyderabad / Secunderabad +10 other locations,3.6k,60,--,44
Sayaji Hotels,4.2,(468),Hospitality | Indore +36 other locations,1k,14,--,69
MediBuddy,3.4,(467),Healthcare | Bangalore / Bengaluru +18 other locations,2.3k,37,13,16
Tetra Pak,4.1,(466),Packaging | Pune +19 other locations,2.3k,42,13,58
Star Bazaar,3.8,(466),Retail | Mumbai +41 other locations,1.4k,22,--,26
Bluestone.com,3.5,(466),Jewellery | Bangalore / Bengaluru +64 other locations,2k,54,2,18
Quinnox,3.8,(466),IT Services & Consulting | Bangalore / Bengaluru +8 other locations,3.3k,37,23,35
Jindal Power Limited,4.2,(465),Power | Raigarh +37 other locations,1.5k,44,8,23
Tata International,3.5,(465),Import & Export | Mumbai +40 other locations,2.1k,24,11,60
Nirmal jyoti Si Sec School,N/A,N/A,Education & Training | Pune +155 other locations,1,--,--,--
Vindhya e-Info Media,3.4,(465),BPO | Bangalore / Bengaluru +16 other locations,1.1k,27,1,23
India Glycols,3.9,(464),Chemicals | Kashipur +25 other locations,1.9k,36,4,35
Buzzworks Business Services,3.7,(464),Recruitment | Chennai +69 other locations,2k,20,--,19
Kellton,2.9,(464),IT Services & Consulting | Gurgaon / Gurugram +19 other locations,3.4k,59,8,41
Visaka Industries,3.8,(464),Building Material | Hyderabad / Secunderabad +60 other locations,1.6k,27,1,42
Ramco Industries,4.1,(464),Building Material | Chennai +77 other locations,1.8k,21,1,46
Aparna Enterprises,3.9,(465),Building Material | Hyderabad / Secunderabad +41 other locations,1.7k,36,10,31
Signature Global,3.9,(464),Real Estate | Gurgaon / Gurugram +14 other locations,2.1k,42,16,18
Visa,3.3,(464),FinTech | Bangalore / Bengaluru +18 other locations,6.1k,156,72,39
British Council,3.5,(464),Education & Training | New Delhi +24 other locations,2k,25,6,56
smartData Enterprises,3.0,(464),IT Services & Consulting | Nagpur +12 other locations,1.5k,38,9,32
Bahwan Engineering,4.1,(465),Engineering & Construction | Muscat +24 other locations,981,25,5,52
Revent Group,3.8,(463),Auto Components | Gurgaon / Gurugram +32 other locations,703,17,--,3
Landis+Gyr,2.9,(463),Electrical Equipment | Noida +11 other locations,2.7k,34,42,42
Almarai,4.2,(463),Food Processing | Riyadh +43 other locations,822,22,--,63
Del Monte Foods,4.1,(463),Food Processing | Gurgaon / Gurugram +62 other locations,1.5k,17,8,52
Symbiotec Pharmalab,4.0,(463),Pharma | Indore +15 other locations,1.9k,29,--,33
NKG Infrastructure,3.2,(462),Engineering & Construction | New Delhi +46 other locations,1.4k,25,8,25
Novotel Hotels,4.0,(462),Hospitality | Mumbai +32 other locations,1.3k,27,--,73
Shalimar Paints,3.5,(462),Chemicals | Gurgaon / Gurugram +85 other locations,1.5k,29,3,25
Suzlon Global Services,3.8,(462),Pune +62 other locations,1.3k,52,--,33
Allana Group of Companies,3.8,(462),Food Processing | Mumbai +39 other locations,1.4k,34,--,11
Aludecor Lamination,3.9,(461),Building Material | Haridwar +49 other locations,1.6k,40,--,28
Avery Dennison,3.7,(461),Packaging | Bangalore / Bengaluru +32 other locations,1.9k,28,35,58
Sulekha.com,3.4,(461),Internet | Chennai +19 other locations,1.7k,21,17,46
MathCo,3.0,(461),Analytics & KPO | Bangalore / Bengaluru +7 other locations,2.8k,131,9,22
Gulf Oil Lubricants,4.0,(461),Oil & Gas | Mumbai +80 other locations,1.7k,29,3,39
Knowledgeworks Global,2.9,(461),Printing & Publishing | Mumbai +13 other locations,2.1k,33,11,5
Dana India,4.0,(460),Auto Components | Pune +25 other locations,1.7k,38,2,56
Sany Heavy Industry,3.6,(462),Industrial Machinery | Pune +55 other locations,1.8k,39,1,48
Namaste India Foods,3.9,(460),Food Processing | Kanpur +41 other locations,1.2k,19,2,38
Atyati Technologies,3.9,(460),IT Services & Consulting | Bangalore / Bengaluru +99 other locations,1.5k,30,3,33
MagicPin,2.5,(460),Internet | Gurgaon / Gurugram +19 other locations,1.9k,61,16,26
Allied Blenders & Distillers,4.0,(460),Beverage | Mumbai +81 other locations,1.5k,19,2,33
Numeric UPS,3.9,(467),Consumer Electronics & Appliances | Chennai +76 other locations,1.2k,13,26,4
Anthem Biosciences,3.9,(459),Pharma | Bangalore / Bengaluru +14 other locations,2.6k,34,2,32
Meghmani Organics,3.6,(459),Chemicals | Bharuch +26 other locations,2.2k,44,2,31
Greenpanel Industries,4.0,(459),Furniture & Furnishing | Srikalahasti +71 other locations,1.8k,23,1,23
Lakme,4.1,(459),Beauty & Personal Care | Mumbai +76 other locations,1.5k,16,--,48
Lakme,4.1,(459),Beauty & Personal Care | Mumbai +76 other locations,1.5k,16,--,48
Bhilosa Industries,3.7,(462),Fashion & Textile | Silvassa / Dadra & Nagar Haveli +13 other locations,2.2k,37,19,23
TriGeo Technologies,3.2,(458),IT Services & Consulting | Hyderabad / Secunderabad +5 other locations,1.7k,28,--,39
Akamai Technologies,4.4,(458),Software Product | Bangalore / Bengaluru +6 other locations,3.9k,74,16,61
ByteDance,4.0,(458),Internet | Gurgaon / Gurugram +14 other locations,2.2k,38,3,54
OLX Autos,3.9,(457),Gurgaon / Gurugram +35 other locations,1.5k,30,--,--
Prism Cement,3.9,(457),Building Material | Satna +77 other locations,1.2k,38,--,54
Iksula,3.3,(457),IT Services & Consulting | Mumbai +11 other locations,2k,32,10,112
Honda Logistics,3.6,(457),Logistics | Bhiwadi +26 other locations,1.5k,30,--,42
Brainvire,3.0,(457),IT Services & Consulting | Ahmedabad +10 other locations,1.6k,74,11,231
LogixHealth,3.5,(457),Analytics & KPO | Bangalore / Bengaluru +10 other locations,2.1k,20,14,36
WM Universal Solutions Private Limited,3.6,(456),Waste Management | Indore +18 other locations,2.1k,43,129,40
Samsung Display,3.8,(456),Electronics Manufacturing | Noida +12 other locations,2.1k,48,--,43
Vijai Electricals,3.7,(456),Power | Hyderabad / Secunderabad +44 other locations,1.3k,18,--,50
Aimil Pharmaceuticals,3.6,(456),Pharma | New Delhi +58 other locations,1.8k,24,--,43
Technico Industries,3.5,(456),Auto Components | Gurgaon / Gurugram +19 other locations,1.9k,39,--,27
Encube Ethicals,3.7,(457),Pharma | Mumbai +28 other locations,2.3k,26,7,29
Iol Chemicals & Pharmaceuticals,3.7,(455),Pharma | Barnala +15 other locations,1.8k,26,5,18
Nash Industries,3.6,(455),Industrial Machinery | Bangalore / Bengaluru +15 other locations,2.3k,34,6,36
Gopal Snacks Limited,4.1,(455),FMCG | Rajkot +100 other locations,1.2k,40,2,34
Gopal Snacks Limited,4.1,(455),FMCG | Rajkot +100 other locations,1.2k,40,2,34
Subex,3.3,(454),Software Product | Bangalore / Bengaluru +10 other locations,3.2k,36,1,57
Paharpur Cooling Towers,3.9,(454),Industrial Machinery | Kolkata +50 other locations,1.9k,29,3,29
Thales,3.6,(454),IT Services & Consulting | Noida +18 other locations,3.3k,51,73,44
Fynd,2.9,(454),Software Product | Mumbai +10 other locations,2.2k,68,47,23
Venky's,3.7,(454),Food Processing | Pune +70 other locations,1.5k,25,--,31
ESDS Software Solutions,3.6,(454),IT Services & Consulting | Nashik +14 other locations,2.9k,35,9,41
Equiniti,3.7,(453),Financial Services | Chennai +4 other locations,3.1k,43,39,28
Seoyon E-hwa Automotive,3.5,(453),Auto Components | Chennai +19 other locations,2.2k,25,--,27
CollegeDekho,2.8,(453),EdTech | Gurgaon / Gurugram +24 other locations,2.3k,64,8,14
ThoughtSol Infotech Limited,4.6,(452),IT Services & Consulting | New Delhi +18 other locations,548,67,16,3
BSCPL Infrastructure,3.9,(451),Engineering & Construction | Hyderabad / Secunderabad +49 other locations,1.3k,31,10,47
Pratham Education Foundation,4.1,(451),Education & Training | New Delhi +109 other locations,939,14,6,47
Common Service Centres,4.4,(451),Government | New Delhi +180 other locations,1.1k,14,--,14
Jindal Aluminium,3.8,(452),Metals & Mining | Bangalore / Bengaluru +20 other locations,1.9k,47,25,53
Flamingo Pharmaceuticals,3.2,(451),Pharma | Mumbai +12 other locations,1.8k,34,28,34
Moon Beverages,3.9,(451),Beverage | New Delhi +39 other locations,1.5k,23,7,20
CommScope,3.8,(450),Telecom | Bangalore / Bengaluru +20 other locations,3k,41,4,47
Stovekraft,4.1,(451),Consumer Electronics & Appliances | Bangalore / Bengaluru +56 other locations,1.7k,33,5,27
National Australia Bank,2.9,(451),Banking | Gurgaon / Gurugram +9 other locations,3.1k,54,8,4
Protium Finance,3.8,(451),NBFC | Mumbai +74 other locations,1.9k,36,7,4
Cera Sanitaryware,4.1,(451),Building Material | Ahmedabad +77 other locations,1.6k,32,5,33
Orient Craft,3.7,(450),Fashion & Textile | Gurgaon / Gurugram +14 other locations,1.4k,8,--,62
ITI,3.6,(450),Hardware & Networking | Bangalore / Bengaluru +85 other locations,1.4k,39,--,34
AIG Hospital,4.2,(450),Healthcare | Hyderabad / Secunderabad +8 other locations,1.6k,32,3,28
SBI Mutual Fund,3.7,(450),Financial Services | Mumbai +148 other locations,1.7k,28,25,38
RPG Life Sciences,3.7,(450),Pharma | Ankleshwar +47 other locations,1.5k,15,--,51
Godrej Interio,3.8,(450),Furniture & Furnishing | Mumbai +66 other locations,1.9k,32,--,41
Torrent Gas,3.1,(450),Oil & Gas | Ahmedabad +31 other locations,2.2k,57,--,36
Balmer Lawrie,3.6,(451),Packaging | Kolkata +36 other locations,1.8k,34,22,37
Sahyadri Hospital,4.2,(449),Healthcare | Pune +11 other locations,1.4k,31,44,35
SABIC,4.1,(449),Chemicals | Bangalore / Bengaluru +21 other locations,1.4k,31,5,51
Dharampal Premchand,4.3,(449),FMCG | Noida +70 other locations,1.3k,24,--,41
Mediterranean Shipping Company,4.0,(449),Ports & Shipping | Chennai +35 other locations,2.3k,25,--,26
Loadshare Networks,3.6,(449),Logistics | Bangalore / Bengaluru +72 other locations,1.6k,44,11,24
Karvy Data Management,3.3,(448),Hyderabad / Secunderabad +42 other locations,829,2,--,--
Railtel Corporation Of India,3.7,(448),Hardware & Networking | New Delhi +73 other locations,1.9k,29,--,20
Paradeep Phosphates,3.8,(448),Agro Chemicals | Paradip +49 other locations,1.4k,60,6,20
ZF Friedrichshafen,3.8,(448),Auto Components | Chennai +17 other locations,2k,30,--,11
Saxo Bank,3.6,(448),Gurgaon / Gurugram +5 other locations,2.4k,62,9,28
GM Modular,3.8,(447),Electrical Equipment | Mumbai +71 other locations,1.8k,23,38,34
Portea Medical,3.8,(448),Healthcare | Bangalore / Bengaluru +44 other locations,1.3k,31,--,41
B. Braun Medical,4.0,(447),Healthcare | Mumbai +49 other locations,1.6k,21,--,64
Texmaco Rail and Engineering,3.8,(447),Engineering & Construction | Kolkata +51 other locations,1.7k,26,17,44
GS Lab,3.7,(447),IT Services & Consulting | Pune +8 other locations,3.6k,64,--,36
Cloud4C,3.6,(447),IT Services & Consulting | Hyderabad / Secunderabad +9 other locations,2.9k,38,17,39
Khadims,3.6,(447),Fashion & Textile | Kolkata +64 other locations,1.3k,17,--,47
JNS Instruments,3.9,(447),Industrial Machinery | Gurgaon / Gurugram +23 other locations,1.8k,34,--,35
Realme,3.7,(447),Consumer Electronics & Appliances | Gurgaon / Gurugram +99 other locations,1.4k,30,6,13
SPAR Hypermarkets,3.9,(447),Retail | Bangalore / Bengaluru +30 other locations,1.3k,23,1,41
Indofil Industries,4.1,(446),Agro Chemicals | Bharuch +55 other locations,1.9k,17,--,52
KSB Limited - Irrigation & Process Division (IPD),3.7,(448),Industrial Machinery | Pune +32 other locations,2.2k,24,--,16
Adani Cement,3.5,(447),Building Material | Ahmedabad +129 other locations,1.7k,49,--,2
Usha Martin,4.0,(446),Iron & Steel | Ranchi +29 other locations,1.4k,23,--,52
SMEC,3.6,(446),Real Estate | Bangalore / Bengaluru +65 other locations,1.4k,30,39,43
Bandhan Life,3.1,(446),Insurance | Mumbai +85 other locations,1.2k,14,5,26
LuLu Group International,3.4,(446),Retail | Kochi +40 other locations,2.2k,31,4,30
AVAYA,3.2,(445),Software Product | Pune +17 other locations,2.9k,46,--,41
RND Softech,3.0,(445),BPO | Coimbatore +11 other locations,1.8k,40,1,16
Red Hat,4.3,(445),Software Product | Pune +14 other locations,3.5k,60,78,48
Corona Remedies,4.2,(445),Pharma | Ahmedabad +68 other locations,1.3k,13,--,29
T.v. Sundram Iyengar & Sons,3.9,(446),Automobile | Chennai +78 other locations,1.1k,9,--,49
Jupiter Hospital,3.9,(445),Healthcare | Pune +15 other locations,1.6k,23,7,23
IL&FS Engineering and Construction,4.5,(444),Engineering & Construction | Hyderabad / Secunderabad +52 other locations,949,16,6,57
Ciena,4.0,(444),Telecom | Gurgaon / Gurugram +12 other locations,3.1k,45,--,53
Hyundai Glovis,3.8,(444),Logistics | Anantapur +21 other locations,1.8k,24,--,48
Puravankara,3.5,(443),Real Estate | Bangalore / Bengaluru +14 other locations,1.9k,24,15,5
MKC Infrastructure Ltd.,3.5,(444),Engineering & Construction | Gandhinagar +48 other locations,1.3k,38,15,28
Bharat Bijlee,4.2,(442),Electrical Equipment | Mumbai +23 other locations,1.5k,20,11,46
Kaya Skin Clinic,3.6,(442),Beauty & Personal Care | Mumbai +36 other locations,1.2k,21,5,42
Stryker,3.9,(442),Medical Equipment | Gurgaon / Gurugram +23 other locations,3.3k,48,59,55
Reliance Infrastructure,4.0,(441),Engineering & Construction | Mumbai +62 other locations,2k,30,--,61
Kolte Patil Developers,4.0,(441),Real Estate | Pune +9 other locations,1.9k,22,12,49
Bharat Seats,3.7,(441),Auto Components | Gurgaon / Gurugram +20 other locations,1.6k,31,4,38
H & R Johnson,3.5,(441),Building Material | Mumbai +76 other locations,1.2k,9,--,41
